director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
Tony Gilroy,125.0,209.0,896.0,Tom Wilkinson,8000.0,Comedy|Crime|Romance|Thriller,Julia Roberts,Duplicity,10623,Denis O'Hare,0.0,ceo|dubai|product|rivalry|spy,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,6.2,2.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60000000,78146652,2100998771.241222,0.8637154979999999,6946731897.1275425,9047730668.368765,2.0,7.0,8.0,3.0,0.015705843839433114,0,0,0,1,0,0
Richard Kelly,115.0,219.0,258.0,Gillian Jacobs,902.0,Drama|Fantasy|Mystery|Thriller,Frank Langella,The Box,2466,Celia Weston,1.0,alien|library|moral dilemma|nosebleed|supernatural power,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,English,USA,2009,837.0,5.6,2.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30000000,33333531,385952435.4627246,0.8637154979999999,3473365948.5637717,3859318384.026496,3.0,2.0,1.0,2.0,0.002885111237806037,0,0,0,1,0,0
Jim Sheridan,105.0,260.0,3000.0,Jake Gyllenhaal,20000.0,Drama|Thriller,Natalie Portman,Brothers,42473,Bailee Madison,0.0,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,USA,2009,15000.0,7.1,2.35,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26000000,43318349,2005098790.0647812,0.8637154979999999,3010250488.755269,5015349278.820049,3.0,22.0,14.0,5.0,0.01498894891390557,0,0,0,0,1,0
Woody Allen,92.0,11000.0,386.0,Michael McKean,860.0,Comedy|Romance,Larry David,Whatever Works,2717,Conleth Hill,1.0,atheist|limp|quantum mechanics|religion|runaway,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,English,USA,2009,658.0,7.2,1.85,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000,36020534,2433733567.207567,0.8637154979999999,1736682974.2818859,4170416541.4894533,4.0,1.0,3.0,1.0,0.01819318412718404,0,0,0,1,0,0
Brandon Camp,109.0,7.0,827.0,Sasha Alexander,2000.0,Drama|Romance,Judy Greer,Love Happens,4947,Frances Conroy,0.0,florist|motivational speaker|self help guru|seminar|widower,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,English,USA,2009,980.0,5.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18000000,36133014,2099419779.0810046,0.8637154979999999,2084019569.138263,4183439348.219268,1.0,12.0,1.0,6.0,0.01569404017218291,0,0,0,1,0,0
Scandar Copti,124.0,13.0,7.0,Scandar Copti,20.0,Crime|Drama,Shahir Kabaha,Ajami,42,Ranin Karim,6.0,arab|christian|israeli|palestinian|violence,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,Arabic,Germany,2009,13.0,7.4,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1000000,1331651,38398176.34023745,0.8637154979999999,115778864.95212571,154177041.29236317,1.0,1.0,1.0,1.0,0.000286988885185527,0,0,0,0,0,0
Tom Ford,99.0,192.0,292.0,Teddy Sears,14000.0,Drama|Romance,Colin Firth,A Single Man,14816,Keri Lynn Pratt,2.0,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,English,USA,2009,343.0,7.6,2.35,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7000000,24964890,2079954573.1897933,0.8637154979999999,810452054.66488,2890406627.854674,1.0,15.0,1.0,2.0,0.015548529118306018,0,0,0,0,1,0
Todd Phillips,108.0,480.0,706.0,Rob Riggle,14000.0,Comedy,Bradley Cooper,The Hangover,17623,Mike Epps,3.0,drunkenness|female nudity|hangover|hedonism|morning after,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,English,USA,2009,839.0,7.8,2.35,24000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,469310836,50284015628.488815,0.8637154979999999,4052260273.3244,54336275901.81322,5.0,6.0,1.0,3.0,0.37589528139538975,0,0,0,0,1,0
Drew Barrymore,111.0,0.0,727.0,Jimmy Fallon,796.0,Drama|Sport,Daniel Stern,Whip It,2633,Alia Shawkat,1.0,beauty pageant|friend|pageant|roller derby|texas,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,English,USA,2009,787.0,6.9,2.35,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15000000,16633035,189070938.72709465,0.8637154979999999,1736682974.2818859,1925753913.0089805,1.0,1.0,3.0,2.0,0.0014133346617464454,0,0,0,1,0,0
Marc Lawrence,103.0,30.0,727.0,Kim Shaw,963.0,Comedy|Drama|Romance,Michael Kelly,Did You Hear About the Morgans?,3150,Kevin Brown,2.0,fbi|murder|witness|witness protection|wyoming,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,English,USA,2009,935.0,4.7,2.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,58000000,85280250,3158476380.610228,0.8637154979999999,6715174167.22329,9873650547.83352,3.0,2.0,1.0,1.0,0.023610958342228025,0,0,0,1,0,0
Lee Daniels,109.0,304.0,736.0,Gabourey Sidibe,939.0,Drama,Mo'Nique,Precious,3276,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,English,USA,2009,906.0,7.3,1.85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10000000,47536959,4345986506.77448,0.8637154979999999,1157788649.5212572,5503775156.295736,2.0,16.0,2.0,2.0,0.03248812362439252,0,0,0,0,1,0
Antoine Fuqua,132.0,847.0,625.0,Lili Taylor,3000.0,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest,6317,Armando Riesco,1.0,catholic|corrupt cop|new york city|police detective|police officer killed,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,English,USA,2009,960.0,6.7,2.35,4000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17000000,45719985,3325167264.7420764,0.8637154979999999,1968240704.1861372,5293407968.928213,4.0,8.0,2.0,2.0,0.024857046688647636,0,0,0,0,1,0
Robert Zemeckis,96.0,0.0,10000.0,Colin Firth,18000.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,48878,Gary Oldman,0.0,charles dickens|christmas|christmas eve|ghost|scrooge,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,English,USA,2009,14000.0,6.8,2.35,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200000000,325286646,14505545667.538782,0.8637154979999999,23155772990.425144,37661318657.96393,5.0,11.0,17.0,3.0,0.10843533778023932,0,0,1,0,0,0
Uwe Boll,80.0,892.0,492.0,Katharine Isabelle,986.0,Action|Crime|Thriller,Matt Frewer,Rampage,3197,Michael Paré,0.0,death|first part|killing spree|massacre|murder,http://www.imdb.com/title/tt1337057/?ref_=fn_tt_tt_1,English,Canada,2009,918.0,6.3,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120000000,426245950,35456808487.18544,0.8637154979999999,13893463794.255087,49350272281.44053,3.0,5.0,2.0,2.0,0.26505532679947064,0,0,0,0,1,0
Michael Bay,150.0,0.0,464.0,Kevin Dunn,894.0,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Revenge of the Fallen,3218,Ramon Rodriguez,0.0,autobot|decepticon|machine|sun|symbol,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,English,USA,2009,581.0,6.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200000000,836303693,73670519340.38586,0.8637154979999999,23155772990.425144,96826292330.81099,6.0,2.0,2.0,2.0,0.550719776991942,0,0,0,1,0,0
Anne Fletcher,108.0,98.0,723.0,Denis O'Hare,16000.0,Comedy|Drama|Romance,Ryan Reynolds,The Proposal,18656,Craig T. Nelson,1.0,alaska|deportation|father son relationship|male objectification|sitka alaska,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,English,USA,2009,896.0,6.7,2.35,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000000,317375031,32114166255.24068,0.8637154979999999,4631154598.085029,36745320853.325714,3.0,8.0,3.0,5.0,0.2400675924481321,0,0,0,1,0,0
Troy Duffy,138.0,78.0,968.0,Julie Benz,12000.0,Action|Crime|Thriller,Norman Reedus,The Boondock Saints II: All Saints Day,17524,Clifton Collins Jr.,0.0,final showdown|ireland|justice|priest|sheep,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,English,USA,2009,3000.0,6.3,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8000000,10629321,304419800.9747881,0.8637154979999999,926230919.6170057,1230650720.591794,2.0,6.0,7.0,6.0,0.0022756186058757503,0,0,0,0,1,0
Shane Acker,79.0,30.0,265.0,Alan Oppenheimer,940.0,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,9,1594,Tom Kane,0.0,hope|key|machine|number|rag doll,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,English,USA,2009,271.0,7.1,1.85,13000,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,30000000,48428063,2133580217.4062648,0.8637154979999999,3473365948.5637717,5606946165.9700365,1.0,4.0,1.0,1.0,0.01594940461114061,0,0,0,1,0,0
John Lee Hancock,129.0,102.0,624.0,Quinton Aaron,768.0,Biography|Drama|Sport,Catherine Dyer,The Blind Side,3389,Kim Dickens,0.0,american football|based on true story|football star|high school football|left tackle,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,English,USA,2009,734.0,7.7,1.85,38000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,29000000,309208309,32442199966.17452,0.8637154979999999,3357587083.611645,35799787049.78616,3.0,1.0,3.0,2.0,0.242519790038638,0,0,0,1,0,0
Ron Clements,97.0,63.0,525.0,Jenifer Lewis,852.0,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog,2480,Anika Noni Rose,0.0,amphibian|dream|frog|frog prince|waitress,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1,English,USA,2009,578.0,7.1,1.85,5000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,105000000,270997378,19218988009.86896,0.8637154979999999,12156780819.9732,31375768829.842163,2.0,2.0,2.0,2.0,0.143670411401018,1,0,0,0,0,0
Spike Jonze,101.0,0.0,279.0,Ryan Corr,925.0,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are,1738,Max Records,0.0,based on children's book|creature|igloo|imagination|king,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1,English,Germany,2009,468.0,6.8,2.35,11000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100000000,100086793,10048795.025789848,0.8637154979999999,11577886495.212572,11587935290.23836,3.0,4.0,1.0,1.0,7.506467668353727e-05,0,0,1,0,0,0
Sam Raimi,99.0,0.0,828.0,Alison Lohman,2000.0,Horror|Thriller,Bojana Novakovic,Drag Me to Hell,5642,Reggie Lee,0.0,evil|fight|hell|psychic|psychologist,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,6.6,2.35,11000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000000,90810892,7040616052.486301,0.8637154979999999,3473365948.5637717,10513982001.050074,6.0,1.0,6.0,1.0,0.05263167551876943,0,0,0,1,0,0
Robert Schwentke,107.0,124.0,100.0,Brooklynn Proulx,152.0,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife,568,Michelle Nolden,1.0,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,English,USA,2009,142.0,7.1,2.35,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,39000000,101344412,7218165257.467686,0.8637154979999999,4515375733.132903,11733540990.60059,2.0,1.0,1.0,1.0,0.053958934633121285,0,0,0,1,0,0
Andy Fickman,98.0,99.0,433.0,Billy Brown,12000.0,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Dwayne Johnson,Race to Witch Mountain,14007,Tom Everett Scott,3.0,alien|military|mountain|spacecraft|ufo,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,English,USA,2009,536.0,5.7,2.35,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50000000,106303988,6518811822.918107,0.8637154979999999,5788943247.606286,12307755070.524393,3.0,16.0,1.0,1.0,0.0487309572943518,0,0,1,0,0,0
Jim Sheridan,105.0,260.0,1000.0,Jake Gyllenhaal,20000.0,Drama|Thriller,Natalie Portman,Brothers,39473,Ethan Suplee,0.0,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,USA,2009,15000.0,7.1,2.35,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26000000,43318349,2005098790.0647812,0.8637154979999999,3010250488.755269,5015349278.820049,3.0,22.0,14.0,5.0,0.01498894891390557,0,0,0,0,1,0
Neill Blomkamp,112.0,662.0,107.0,Jed Brophy,2000.0,Action|Sci-Fi|Thriller,Sharlto Copley,District 9,2639,Jason Cope,0.0,alien|ghetto|prawn|refugee|refugee camp,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,English,South Africa,2009,433.0,8.0,1.85,22000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30000000,210819611,20935089322.6649,0.8637154979999999,3473365948.5637717,24408455271.22868,1.0,1.0,1.0,2.0,0.1564990304241133,0,0,0,0,1,0
Ruben Fleischer,88.0,181.0,11.0,Bill Murray,15000.0,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Zombieland,28011,Derek Graf,4.0,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,English,USA,2009,13000.0,7.7,2.35,26000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,23600000,102391540,9122395069.030012,0.8637154979999999,2732381212.8701673,11854776281.900177,1.0,6.0,17.0,1.0,0.0681938976873442,0,0,0,0,1,0
Lee Daniels,109.0,304.0,736.0,Gabourey Sidibe,940.0,Drama,Mo'Nique,Precious,3277,Mariah Carey,0.0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,English,USA,2009,906.0,7.3,1.85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10000000,47536959,4345986506.77448,0.8637154979999999,1157788649.5212572,5503775156.295736,2.0,16.0,2.0,2.0,0.03248812362439252,0,0,0,0,1,0
Gary Winick,89.0,56.0,545.0,Steve Howey,11000.0,Comedy|Romance,Anne Hathaway,Bride Wars,13794,Candice Bergen,2.0,best friend|dyed hair|fake tan|rivalry|wedding,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,English,USA,2009,826.0,5.4,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000000,114663461,9802239417.498564,0.8637154979999999,3473365948.5637717,13275605366.062334,4.0,11.0,3.0,2.0,0.07327603594834124,0,0,1,0,0,0
Nelson McCormick,101.0,29.0,429.0,Paige Turco,812.0,Crime|Thriller,Sela Ward,The Stepfather,3292,Skyler Samuels,0.0,head dunked in water|military school|plastic bag|playing a video game|suffocating,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,English,USA,2009,533.0,5.6,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000000,31198531,1296553208.3111935,0.8637154979999999,2315577299.0425143,3612130507.353707,1.0,2.0,1.0,1.0,0.009692256194753123,0,0,0,1,0,0
McG,118.0,368.0,988.0,Bryce Dallas Howard,23000.0,Action|Adventure|Sci-Fi,Christian Bale,Terminator Salvation,27468,Common,0.0,death row|future|machine|rescue|skynet,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,English,USA,2009,3000.0,6.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200000000,371353001,19839055961.920464,0.8637154979999999,23155772990.425144,42994828952.3456,4.0,29.0,8.0,3.0,0.14830569456640386,0,0,0,1,0,0
Mark Neveldine,96.0,83.0,926.0,Clifton Collins Jr.,26000.0,Action|Crime|Sci-Fi|Thriller,Jason Statham,Crank: High Voltage,30541,David Carradine,0.0,artificial heart|heart|horse penis|prostitute|stripper,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,English,USA,2009,968.0,6.2,1.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20000000,34560577,1685807078.108028,0.8637154979999999,2315577299.0425143,4001384377.1505423,3.0,22.0,6.0,6.0,0.012602101645983143,0,0,0,0,1,0
Peter Billingsley,113.0,0.0,721.0,Kristin Davis,4000.0,Comedy,Jon Favreau,Couples Retreat,8172,Tasha Smith,6.0,couple|island|marriage|tropical|voyeurism,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,English,USA,2009,722.0,5.5,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000,171844840,11791479976.430851,0.8637154979999999,8104520546.6488,19896000523.07965,1.0,12.0,2.0,4.0,0.08814649207208522,0,0,0,1,0,0
André Téchiné,105.0,25.0,98.0,Ronit Elkabetz,963.0,Drama,Catherine Deneuve,The Girl on the Train,1375,Émilie Dequenne,1.0,bar mitzvah|lawyer|train|wealth|wrestler,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,French,France,2009,168.0,6.0,2.35,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45000000,173185859,14841213257.933231,0.8637154979999999,5210048922.845657,20051262180.778885,1.0,5.0,1.0,1.0,0.11094460200809253,0,0,0,0,0,1
Chris Weitz,130.0,129.0,12000.0,Kristen Stewart,21000.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: New Moon,64040,Taylor Lautner,2.0,forks washington|protecting a woman|title same as book|vampire|werewolf,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,English,USA,2009,17000.0,4.6,2.35,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,50000000,709827462,76394074614.60187,0.8637154979999999,5788943247.606286,82183017862.20815,3.0,6.0,20.0,4.0,0.5710795615458821,0,0,0,1,0,0
Robert Luketic,96.0,126.0,954.0,John Michael Higgins,18000.0,Comedy|Romance,Gerard Butler,The Ugly Truth,22436,Eric Winter,2.0,call in|chick flick|date|hot air balloon|show producer,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,English,USA,2009,957.0,6.5,2.35,9000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38000000,321682600,32844449434.667892,0.8637154979999999,4399596868.1807785,37244046302.84868,5.0,16.0,7.0,2.0,0.2455267833583604,0,0,0,0,1,0
F. Gary Gray,118.0,473.0,963.0,Leslie Bibb,18000.0,Crime|Drama|Thriller,Gerard Butler,Law Abiding Citizen,22517,Michael Kelly,0.0,attorney|deal|district attorney|investigation|justice,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,English,USA,2009,1000.0,7.4,2.35,21000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,53000000,126690726,8531828613.778098,0.8637154979999999,6136279842.462664,14668108456.240759,4.0,19.0,2.0,3.0,0.06377915130509053,0,0,0,0,1,0
David S. Goyer,89.0,687.0,389.0,Atticus Shaffer,10000.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,English,USA,2009,787.0,4.8,2.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16000000,76514050,7006248022.656183,0.8637154979999999,1852461839.2340121,8858709861.890196,3.0,3.0,2.0,2.0,0.0523747592411712,0,0,0,1,0,0
Mike Judge,92.0,406.0,968.0,Mila Kunis,24000.0,Comedy|Crime|Romance,J.K. Simmons,Extract,41867,Clifton Collins Jr.,6.0,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,English,USA,2009,15000.0,6.2,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000000,10848783,329828862.2349116,0.8637154979999999,926230919.6170057,1256059781.8519173,3.0,52.0,4.0,9.0,0.0024655626168791226,0,0,0,0,1,0
Phil Traill,99.0,3.0,628.0,Katy Mixon,14000.0,Comedy|Romance,Bradley Cooper,All About Steve,16461,Beth Grant,3.0,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,English,USA,2009,982.0,4.8,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000,40105542,2906691156.76792,0.8637154979999999,1736682974.2818859,4643374131.049807,1.0,8.0,2.0,2.0,0.02172875203643877,0,0,0,1,0,0
Kenny Ortega,111.0,197.0,6.0,Mekia Cox,433.0,Documentary|Music,Misha Gabriel Hamilton,This Is It,679,Judith Hill,0.0,2000s|box office hit|comeback|rehearsal|year 2009,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,English,USA,2009,208.0,7.3,1.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60000000,261200000,23294707628.36769,0.8637154979999999,6946731897.1275425,30241439525.49524,2.0,1.0,1.0,1.0,0.17413822460109613,0,0,1,0,0,0
Michael Mann,140.0,0.0,1000.0,Christian Bale,40000.0,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies,64599,Stephen Graham,1.0,1930s|bank|celebrity criminal|fbi|public enemy number one,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,English,USA,2009,23000.0,7.0,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,100000000,214104620,13210903389.393623,0.8637154979999999,11577886495.212572,24788789884.606197,4.0,33.0,32.0,6.0,0.0987573121102646,0,0,0,0,1,0
Jorge Blanco,91.0,2.0,480.0,Gary Oldman,12000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,Planet 51,22668,James Corden,1.0,alien|alien planet|astronaut|planet|teenager,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,English,Spain,2009,10000.0,6.1,2.35,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,70000000,104945765,4045981006.583721,0.8637154979999999,8104520546.6488,12150501553.232523,1.0,17.0,6.0,3.0,0.030245449349812537,0,0,1,0,0,0
Christian Alvart,109.0,22.0,355.0,Callum Rennie,14000.0,Horror|Mystery|Thriller,Bradley Cooper,Case 39,15790,Vanesa Tomasino,1.0,death|fear|hairy chest|social worker|spinning in chair,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,English,USA,2009,716.0,6.2,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27000000,29000000,231557729.90425143,0.8637154979999999,3126029353.7073946,3357587083.611645,1.0,11.0,6.0,1.0,0.0017309422840129539,0,0,0,0,1,0
Scott Cooper,112.0,108.0,175.0,Beth Grant,12000.0,Drama|Music|Romance,Jeff Bridges,Crazy Heart,13172,Debrianna Mansini,0.0,country music|country western singer|journalist|musician|singer,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,English,USA,2009,628.0,7.3,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7000000,47405566,4678110569.228203,0.8637154979999999,810452054.66488,5488562623.893083,1.0,9.0,2.0,1.0,0.03497089840805598,0,0,0,0,1,0
David Twohy,108.0,123.0,690.0,Milla Jovovich,26000.0,Adventure|Mystery|Thriller,Chris Hemsworth,A Perfect Getaway,41359,Marley Shelton,4.0,cliff|hawaii|island|newlywed|waterfall,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,English,USA,2009,14000.0,6.5,2.35,4000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14000000,22852638,1024948379.4720564,0.8637154979999999,1620904109.32976,2645852488.8018165,3.0,4.0,16.0,2.0,0.0076618895444686376,0,0,0,0,1,0
Michael Spierig,98.0,35.0,16.0,Damien Garvey,125.0,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Daybreakers,189,Tiffany Lamb,0.0,blood|rationing|vampire|vampire society|year 2019,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,English,Australia,2009,37.0,6.5,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20000000,51416464,3637362542.7293205,0.8637154979999999,2315577299.0425143,5952939841.771832,1.0,1.0,1.0,1.0,0.027190844962819757,0,0,0,0,1,0
